the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped_going_to_school_university_or_work,i_told_my_friend_or_my_family,in_a_park_or_gardennegative,in_a_park_or_garden_positive,lgbtqia,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_i_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,translation,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E6100000DC96BAFFAE3D53C0E3E465A1622728C0,1585,x,,,,x,,,,,,,,,x,,,,,,,,,,,x,29,2018-05-31 13:13:01.784+00,46,,,,,,,,Female,,124748,x,PE,Country,Lima,State,,County,La Molina,City,,Neighborhood,-12.077022,-76.963723,false,STREET,B1AAA,-12.077022,-76.963723,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0770217691618,-76.96372322571078|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-996988555",12,false,Avenida El Golf de los Incas,s,,bad,,,"Avenida El Golf de los Incas, La Molina Lima",none,,,x,,,,,Anytime,,2018-05-31 13:13:01.814+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124748,session:467a7223e9f004322e921cbea382438d,true
0101000020E61000009CB300142C4353C00269A9BAD31D28C0,1604,x,,,,,,,,,,,,,,,,,,,,,,,,x,29,2018-05-31 15:37:07.518+00,46,,,,,,,,Female,,124786,,PE,Country,Provincia de Huaral,State,,County,BreÃ±a,City,,Neighborhood,-12.058103,-77.04974,false,STREET,B1AAA,-12.058103,-77.04974,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.058103382047145,-77.04974047167103|marker-sm-50318A-1&scalebar=true&zoom=15&rand=807097212",11,false,CaravelÃ­,s,,bad,,,"CaravelÃ­, BreÃ±a Provincia de Huaral",none,,,x,,,,,I can't remember or doesn't apply,,2018-05-31 15:37:07.641+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124786,session:f55db1c449dbedf11790e7fba26c47f0,true
0101000020E6100000980D80EAD74053C0CADF48DFEE3828C0,1656,,,,,,,,,x,,,,,,,,,x,,,,,,,,25,2018-05-31 17:16:22.595+00,46,Me silbaron,,I was whistled,,,,,female,x,124877,x,PE,Country,Provincia de Huaral,State,,County,Surquillo,City,,Neighborhood,-12.111205,-77.013189,false,STREET,B1AAA,-12.111205,-77.013189,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.111204653510413,-77.01318905071741|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-912311018",15000,false,Avenida de TomÃ¡s Marsano,s,,bad,,,"Avenida de TomÃ¡s Marsano, Surquillo Provincia de Huaral",,,,,,,,,Anytime,,2018-05-31 17:16:22.613+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/124877,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E61000003A060060A73F53C02B4D26C4DE3128C0,1760,x,,,,x,,,,x,x,,,,,,,,,,,,,,,,25,2018-05-31 17:54:10.764+00,46,,,,,,,,Female,,125017,x,PE,Country,Lima,State,,County,San Borja,City,,Neighborhood,-12.097334,-76.99476,false,POINT,P1AAA,-12.097334,-76.99476,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0973339,-76.99476|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1304936771",41,false,Tottus,s,,bad,,,"Tottus, San Borja Lima",none,,,x,,,,,Anytime,,2018-05-31 17:54:10.785+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125017,session:6961113d85615df7d07a74857cd2a3a5,true
0101000020E6100000370000E0D64453C0CF9D9C3DE9E627C0,1771,,,,,,,,,,,,x,,,,,x,,,,,,,x,,28,2018-05-31 17:56:32.41+00,46,,,,,,,,Female,,125033,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,,,,,,Anytime,,2018-05-31 17:56:32.532+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125033,session:6961113d85615df7d07a74857cd2a3a5,true
0101000020E610000089FEFF29044653C0C44DFE51111428C0,1811,,,,,,x,,,,,,,,,,,,,,,,,,,,14,2018-05-31 18:09:05.431+00,46,,,,,,,,Female,,125087,,,,,,,,,,,,,,,,,,,,,,,,,,good,,,,,,,student,,,,,Afternoon,,2018-05-31 18:09:05.555+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125087,session:8c3af421fa1af85e492cd132edc5ba09,true
0101000020E610000050E271DDFD4053C01198AA5B0D5928C0,1834,,,,,,,,,,,,,,,,,,x,,,,,,,x,22,2018-05-31 18:25:57.874+00,46,,,,,,,,female,,125117,,PE,Country,Huaral,State,,County,Chorrillos,City,,Neighborhood,-12.173909,-77.015517,false,STREET,B1AAA,-12.173909,-77.015517,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.1739094,-77.0155166|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1925369151",9,false,Las Palmeras,s,,bad,,,"Las Palmeras, Chorrillos Huaral",none,,,x,,,,,Late night,,2018-05-31 18:25:57.997+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125117,session:44700f0c717e6e03e396d90209c0d232,true
0101000020E61000000E0800D0094053C03475ABE3100728C0,1984,,,,,,,,,x,,,,,,,,,,,,,,,x,,25,2018-05-31 19:43:13.283+00,46,,,,,,,,female,,125332,,PE,Country,Provincia de Huaral,State,,County,San Juan de Lurigancho,City,,Neighborhood,-12.013765,-77.000536,false,STREET,B1AAA,-12.013765,-77.000536,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.013765297569424,-77.0005356382582|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1257196385",Lima 36,false,Los Canarios,s,,bad,,,"Los Canarios, San Juan de Lurigancho Provincia de Huaral",,,,,,,,,Anytime,,2018-05-31 19:43:13.439+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125332,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E610000062F4FF9A3A4453C082AE3C0A901328C0,2020,,,,,,,,,x,,,,,,,,,,,,,,,x,,25,2018-05-31 20:05:42.352+00,46,,,,,,,,female,,125383,,PE,Country,Provincia de Huaral,State,,County,Lima,City,,Neighborhood,-12.038206,-77.066046,false,STREET,B1AAA,-12.038206,-77.066046,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.038206363623802,-77.06604559079825|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1209188838",51131,false,Nicolas DueÃ±as,s,,bad,,,"Nicolas DueÃ±as, Lima Provincia de Huaral",,,,,,,,,Anytime,,2018-05-31 20:05:42.369+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125383,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E610000060040014D24253C06ABC41EB922028C0,2045,,,,,,,,,x,,,,,,,,,x,,,,,,,,25,2018-05-31 20:39:51.955+00,46,,,,,,,,female,,125423,,PE,Country,Lima,State,,County,Lima,City,,Neighborhood,-12.063559,-77.044145,false,STREET,B1AAA,-12.063559,-77.044145,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.063558988859441,-77.04414500503339|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1856235679",11,false,Avenida Brasil,s,,bad,,,"Avenida Brasil, Lima Lima",,,,,,,,,Anytime,,2018-05-31 20:39:51.972+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125423,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E61000005220744F154153C092FBB15B184928C0,2118,,,,,,,,,x,,x,,,,,,,x,,,,,,,,17,2018-05-31 22:58:38.815+00,46,Me han robado el celular por alli,,My cellphone was stolen there,,,,,female,,125507,,PE,Country,Huaral,State,,County,Barranco,City,,Neighborhood,-12.142742,-77.016927,false,STREET,B1AAA,-12.142742,-77.016927,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.142742121600621,-77.01692663099178|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1747419730",4,false,Garcia y Garcia,s,,bad,,,"Garcia y Garcia, Barranco Huaral",none,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125507/support,,Afternoon,,2018-05-31 22:58:38.968+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125507,session:06df07c42c7f757f17aca5856c5ac12d,true
0101000020E6100000BAF4FF0F3F4353C047E6727B79DB27C0,2133,,,,,,,,,,,,x,,,,,,x,,,,,,,,19,2018-05-31 23:35:54.674+00,46,,,,,,,,female,x,125527,,PE,Country,Provincia de Huaral,State,,County,Comas,City,,Neighborhood,-11.928771,-77.050631,false,STREET,B1AAA,-11.928771,-77.050631,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.9287713,-77.0506312|marker-sm-50318A-1&scalebar=true&zoom=15&rand=407305288",7,false,Atahualpa,s,,bad,,,"Atahualpa, Comas Provincia de Huaral",,,,x,,,,,Anytime,,2018-05-31 23:35:54.699+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125527,session:8660882694dedd0524881568f6875bff,true
0101000020E6100000E6FF9185814653C0D2D88B1E400928C0,2167,,,,,,,,,x,,,,,,,,,x,,,,,,,,17,2018-06-01 00:27:17.214+00,46,,,,,,,,female,,125603,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-12.018168,-77.101863,false,STREET,B1AAA,-12.018168,-77.101863,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.018167685357808,-77.10186332647481|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1288873301",,false,Avenida Paseo Japon,s,,bad,,,"Avenida Paseo Japon, Callao Callao",,,,,,,,,Evening,,2018-06-01 00:27:17.231+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125603,session:88bc748682adce49d54ab038da55d143,true
0101000020E6100000AF1CC2B5513B53C0D71029C1F31028C0,2191,,,,,,,,,,,,,,,,,,x,,,,,,,,25,2018-06-01 01:44:20.133+00,46,"En ese lugar estÃ¡ ubicado el mercado Ceres, de noche siempre hay borrachos y hombres que acosan a las mujeres. ",,"In that place the Ceres market is located, at night there are always drunks and men who harass women.",,,,,female,x,125652,,,,,,,,,,,,,,,,,,,,,,,,,,bad,No voy a partir de las 7 PM por ahi,,,,,,x,,,,,Evening,,2018-06-01 01:44:20.257+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125652,session:c73534103879664a69b745d0856747e9,true
0101000020E61000001FF6FFBF634153C07088A83262C427C0,1,,,,,,,,,,,,,,,,,,,,,,,,,,22,2018-04-08 23:21:13.467+00,46,,,,,,,,Female,,60143,,PE,Country,Province of Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.883615,-77.021689,false,STREET,B1AAA,-11.883615,-77.021689,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-11.883614759560043,-77.02168850106366|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-942810580",15316,false,JirÃ³n Florales,s,,good,,,"JirÃ³n Florales, Carabayllo Province of Huaral",,,,,,,,,Afternoon,,2018-04-16 08:46:13.359+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/60143,session:b2e7acdfb51699bb772c8d3aa5ee1962,false
0101000020E6100000A9F6FFEFAC4053C09C184D08C8FD27C0,101,,,,,,,,,,,,,,,,,,x,,,,,,x,x,24,2018-04-26 15:39:21.642+00,46,"mucha delicuencia, presencia de gente de mal vivir",,"a lot of delinquency, presence of people of bad living",,,,,Female,x,94608,x,,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,none,,,,,,,,Anytime,,2018-05-14 03:55:39.901+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/94608,session:f688eba10edf6cec2967fbe0e5b5e728,true
0101000020E6100000F9F3FFFF3E4453C04190CEC4A50528C0,2,,,x,,,,,,,,,,,,,,,x,,,,x,,x,x,22,2018-04-08 23:25:11.136+00,46,,,,,,,,Female,,60144,x,PE,Country,Lima,State,,County,San MartÃ­n de Porres,City,,Neighborhood,-12.011279,-77.066598,false,STREET,B1AAA,-12.011279,-77.066598,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.0112794,-77.0665982|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-54442188",31,false,La Milla,s,,bad,,,"La Milla, San MartÃ­n de Porres Lima",none,,,,,,,,Afternoon,,2018-04-16 08:46:12.872+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/60144,session:b2e7acdfb51699bb772c8d3aa5ee1962,false
0101000020E6100000F4FAFF6FF63A53C088B5BE69766028C0,3,,,,,,,,,,,,,,,,,,,,,,,,,,22,2018-04-09 03:19:03.568+00,46,,,,,,,,Female,,60145,,PE,Country,Lima,State,,County,Villa MarÃ­a del Triunfo,City,,Neighborhood,-12.18802,-76.921274,false,POINT,P1AAA,-12.18802,-76.921274,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.18802015,-76.92127368096143|marker-sm-50318A-1&scalebar=true&zoom=15&rand=690447493",35,false,Parque Zonal Flor de Amancaes,s,,bad,,,"Parque Zonal Flor de Amancaes, Villa MarÃ­a del Triunfo Lima",,,,,,,,,Afternoon,,2018-04-16 08:46:12.495+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/60145,session:b2e7acdfb51699bb772c8d3aa5ee1962,false
0101000020E610000081F9FF071C4153C02F1113BFE72E28C0,4,,,,x,,,,,,,,,,,,,,,,,,,,,,27,2018-04-16 14:36:39.591+00,46,,,,,,,,Female,,90822,x,PE,Country,Provincia de Huaral,State,,County,San Isidro,City,,Neighborhood,-12.091571,-77.017321,false,STREET,B1AAA,-12.091571,-77.017321,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.0915709,-77.017321|marker-sm-50318A-1&scalebar=true&zoom=15&rand=708154770",41,false,Calle 5,s,,good,,,"Calle 5, San Isidro Provincia de Huaral",,,,,,,,,Morning,,2018-04-16 14:36:39.742+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/90822,session:983f23b7bbb2bad52d0d10582eb2a734,true
0101000020E6100000C9F4FF7E954153C08CB3F3C3723C28C0,5,,,,,,,,,x,x,,,,,,,,x,,,,,,,,36,2018-04-16 23:14:56.455+00,46,"Un hombre me empezÃ³ a seguir, llamÃ¡ndome con frases obscenas.",,"A man started to follow me, calling me with obscene phrases.",,,,,Female,x,90865,x,PE,Country,Province of Huaral,State,,County,Surquillo,City,,Neighborhood,-12.118057,-77.024714,false,STREET,B1AAA,-12.118057,-77.024714,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.118057388431373,-77.02471439355197|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1422193660",18,false,Huascar,s,,bad,,,"Huascar, Surquillo Province of Huaral",,,,,,,,,Evening,,2018-05-14 03:55:29.273+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/90865,session:4f5e7313af9bba531b9bcd899001bc82,true
0101000020E6100000DD01805E164353C056C87FBAA61F28C0,6,,,,,,,,,,,,,,,,,,,x,,,,,,,25,2018-04-17 21:22:17.184+00,46,,"Tranquilo, hay bastante gente y comercio","Quiet, there are enough people and commerce",,,,,Female,,92349,,PE,Country,Province of Huaral,State,,County,BreÃ±a,City,,Neighborhood,-12.062014,-77.048325,false,STREET,B1AAA,-12.062014,-77.048325,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.062013907176459,-77.04832463091084|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1020886466",11,false,Independencia,s,,good,,,"Independencia, BreÃ±a Province of Huaral",,,,student,,,,,Anytime,,2018-04-17 21:22:17.199+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/92349,session:e487a4e2f81a1ce2e481ac7ebfa748e7,true
0101000020E6100000DF0A000C064453C0E4EB7461191528C0,7,,,,,,,,,,,,,,,,,,,x,,,,,,,26,2018-04-17 21:22:28.323+00,46,,,,,,,,Female,,92350,x,PE,Country,Provincia de Huaral,State,,County,Lima,City,,Neighborhood,-12.041197,-77.062743,false,STREET,B1AAA,-12.041197,-77.062743,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.041197493243947,-77.06274339654829|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-669610378",51131,false,Jose Galdeano y Mendoza,s,,good,,,"Jose Galdeano y Mendoza, Lima Provincia de Huaral",,,,,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/92350/support,,Afternoon,,2018-04-17 21:22:28.473+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/92350,session:983f23b7bbb2bad52d0d10582eb2a734,true
0101000020E6100000EBFBFF5FED4453C0039E18779A1628C0,8,,,,,,,,,,,,,,,,,,,,,,,x,,,23,2018-04-18 14:38:27.884+00,46,,,,,,,,Female,,93156,x,PE,Country,Callao,State,,County,Carmen de La Legua-Reynoso,City,,Neighborhood,-12.044146,-77.07697,false,STREET,B1AAA,-12.044146,-77.07697,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.044145768310637,-77.07696980298364|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-997723218",7006,false,Avenida Universitaria,s,,good,,,"Avenida Universitaria, Carmen de La Legua-Reynoso Callao",,,,,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93156/support,,Afternoon,,2018-04-18 14:38:28.007+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93156,session:b03391f208f0a64346a37e226321c81f,true
0101000020E6100000B9FE7FD2574253C03B9B0BA4CF1F28C0,9,,,,,,,,,,,,,,,,,,,,,,,,,,25,2018-04-18 16:09:52.436+00,46,,Encuentro bastante vigilancia y efectivos vigilando la zona,I find enough vigilance and troops watching the area,,,,,Female,,93174,x,PE,Country,Lima,State,,County,Lima,City,,Neighborhood,-12.062433,-77.036116,false,POINT,P1AAA,-12.062433,-77.036116,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.062432699999999,-77.03611630315265|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1728183271",11,false,Parque de la exposicion,s,,good,,,"Parque de la exposicion, Lima Lima",,,,,,,,,Anytime,,2018-04-18 16:09:52.556+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93174,session:215e1ffbe2f9648ede0712021af0163a,true
0101000020E6100000E506C052B64153C02B93B766A63D28C0,10,,,,,,,,,,,,,,,,,,,,,,,,,,20,2018-04-18 16:23:20.714+00,46,,,,,,,,Female,x,93175,,PE,Country,Huaral,State,,County,Miraflores,City,,Neighborhood,-12.120411,-77.026733,false,STREET,B1AAA,-12.120411,-77.026733,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.120410685553141,-77.02673299847267|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-69832537",15074,false,Avenida La Paz,s,,bad,,,"Avenida La Paz, Miraflores Huaral",,,,,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93175/support,,Afternoon,,2018-05-14 03:55:35.442+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93175,session:aee3f11d51cddf04aebc0dc1c9f3939f,true
0101000020E6100000F0F47F94754453C0A447C96F352F28C0,11,,,,,,x,,,,,,,,,,,,,x,,,,x,,,27,2018-04-18 18:26:41.768+00,46,,"Es una zona iluminada, segura y puedes caminar sin sufrir de acoso callejero. ","It is an illuminated area, safe and you can walk without suffering from street harassment",,,,,Female,,93181,x,PE,Country,Lima,State,,County,Magdalena del Mar,City,,Neighborhood,-12.092251,-77.069549,false,STREET,B1AAA,-12.092251,-77.069549,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.092250850757052,-77.06954866707012|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-82136827",17,false,Libertad,s,,good,,,"Libertad, Magdalena del Mar Lima",,,,,,,,,Anytime,,2018-04-18 18:26:41.888+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93181,session:31a4ef943d68c30bd458f7f91419e717,true
0101000020E61000009C010090FB4253C0B1A97673581628C0,12,,,,,x,,,,x,,,,,,,,,,,,,,,,,22,2018-04-18 18:52:07.263+00,46,Me silbaron,,I was whistled,,,,,Female,x,93182,x,PE,Country,Lima,State,,County,Lima,City,,Neighborhood,-12.043502,-77.046617,false,STREET,B1AAA,-12.043502,-77.046617,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.04350229887338,-77.04661746583643|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1819297247",11,false,Avenida Argentina,s,,bad,,,"Avenida Argentina, Lima Lima",,,,x,2,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93182/support,,Afternoon,,2018-05-14 03:55:35.453+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93182,session:28ed3f5dcf02c61bd8d85b14a41a1dc8,true
0101000020E61000005E4CA8A1234453C08AAAA1054F1628C0,13,,,,,,,,,x,,,x,,,,,,,,,,x,,,,28,2018-04-18 19:00:40.215+00,46,Un tipo me dijo palabras ofensivas.,,A guy told me offensive words.,,,,,Female,,93183,,PE,Country,Provincia de Huaral,State,,County,Lima,City,,Neighborhood,-12.043648,-77.065368,false,STREET,B1AAA,-12.043648,-77.065368,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.04364756690669,-77.06536824105402|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1587475912",51131,false,Nicolas DueÃ±as,s,,bad,,,"Nicolas DueÃ±as, Lima Provincia de Huaral",,,,x,,,,,Morning,,2018-04-18 19:00:40.232+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93183,session:367a2010377e02379f6f854faa269b17,true
0101000020E61000008E0C0079A94253C06645C4F4CC1828C0,14,,,,,,,,,,,,,,,,,,x,,,,,,,,21,2018-04-19 18:56:52.336+00,46,,,,,,,,Female,x,93538,x,PE,Country,Lima,State,,County,Lima,City,,Neighborhood,-12.04845,-77.041577,false,STREET,B1AAA,-12.04845,-77.041577,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.048449554694406,-77.04157744953045|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-383882126",10,false,JirÃ³n CaÃ±ete,s,,bad,Camino acompaÃ±ada o desvÃ­o la ruta a la universidad.,,"JirÃ³n CaÃ±ete, Lima Lima",,other,,x,2,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93538/support,,Anytime,,2018-05-14 03:55:36.745+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93538,session:a8ed7fc46ed5c4e805774b7c9940c833,true
0101000020E610000002D9A89C584353C04E83E202692028C0,15,,,,,,,,,x,,,,,x,,,,,,,,,,x,,22,2018-04-19 19:36:47.582+00,46,"La llamada Barriada de BreÃ±a, es donde las personas consumen drogas y suelen asaltar bastante.",,"The so-called Barriada de Breña, is where people consume drugs and usually assault a lot.",,,,,Female,x,93541,,PE,Country,Huaral,State,,County,BreÃ±a,City,,Neighborhood,-12.063312,-77.052197,false,STREET,B1AAA,-12.063312,-77.052197,0,"http://open.mapquestapi.com/staticmap/v5/map?key=5BYmKcmrvcadSDdBQQnKh7FOLjbrkXaA&type=map&size=225,160&locations=-12.063312371683407,-77.05219690692503|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1549013695",11,false,Pasaje 2,s,,bad,,,"Pasaje 2, BreÃ±a Huaral",,,,x,2,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93541/support,,Evening,,2018-05-14 03:55:36.756+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/93541,session:c47b297c8a8716d5498f5ca3707883a9,true
